5,4,6,0,"Map A.png",e6,HILL,1,0
5,4,7,0,"Map A.png",e7,HILL,1,0
5,5,7,0,"Map A.png",f7,HILL,1,0
5,7,1,0,"Map A.png",h1,HILL,1,0
5,8,1,0,"Map A.png",i1,HILL,1,0
5,8,0,0,"Map A.png",i0,HILL,1,0
5,8,2,0,"Map A.png",i2,HILL,1,0
5,8,3,0,"Map A.png",i3,HILL,1,0
5,9,1,0,"Map A.png",j1,HILL,1,0
5,9,2,0,"Map A.png",j2,HILL,1,0
5,9,4,0,"Map A.png",j4,HILL,1,0
5,10,0,0,"Map A.png",k0,HILL,1,0
5,10,1,0,"Map A.png",k1,HILL,1,0
5,9,3,0,"Map A.png",j3,HILL,1,0
5,10,3,0,"Map A.png",k3,HILL,1,0
5,10,2,0,"Map A.png",k2,HILL,1,0
5,11,3,0,"Map A.png",l3,HILL,1,0
5,10,4,0,"Map A.png",k4,HILL,1,0
5,11,4,0,"Map A.png",l4,HILL,1,0
5,12,2,0,"Map A.png",m2,HILL,1,0
5,12,3,0,"Map A.png",m3,HILL,1,0
5,13,3,0,"Map A.png",n3,HILL,1,0
5,13,4,0,"Map A.png",n4,HILL,1,0
5,13,5,0,"Map A.png",n5,HILL,1,0
5,14,4,0,"Map A.png",o4,HILL,1,0
5,14,5,0,"Map A.png",o5,HILL,1,0
5,15,6,0,"Map A.png",p6,HILL,1,0
5,16,5,0,"Map A.png",q5,HILL,1,0
5,16,6,0,"Map A.png",q6,HILL,1,0
10,1,11,0,"Map A.png",b11,ROLLING,1,0
10,2,9,0,"Map A.png",c9,ROLLING,1,0
10,2,10,0,"Map A.png",c10,ROLLING,1,0
10,2,11,0,"Map A.png",c11,ROLLING,1,0
10,3,10,0,"Map A.png",d10,ROLLING,1,0
10,3,11,0,"Map A.png",d11,ROLLING,1,0
10,5,6,0,"Map A.png",f6,ROLLING,1,0
10,6,5,0,"Map A.png",g5,ROLLING,1,0
10,6,6,0,"Map A.png",g6,ROLLING,1,0
10,6,7,0,"Map A.png",g7,ROLLING,1,0
10,7,6,0,"Map A.png",h6,ROLLING,1,0
10,7,7,0,"Map A.png",h7,ROLLING,1,0
10,16,2,0,"Map A.png",q2,ROLLING,1,0
10,17,2,0,"Map A.png",r2,ROLLING,1,0
10,17,3,0,"Map A.png",r3,ROLLING,1,0
10,17,4,0,"Map A.png",r4,ROLLING,1,0
10,16,7,0,"Map A.png",q7,ROLLING,1,0
10,16,8,0,"Map A.png",q8,ROLLING,1,0
10,16,9,0,"Map A.png",q9,ROLLING,1,0
10,16,10,0,"Map A.png",q10,ROLLING,1,0
10,16,11,0,"Map A.png",q11,ROLLING,1,0
10,17,8,0,"Map A.png",r8,ROLLING,1,0
10,17,9,0,"Map A.png",r9,ROLLING,1,0
10,17,10,0,"Map A.png",r10,ROLLING,1,0
10,17,11,0,"Map A.png",r11,ROLLING,1,0
4,2,4,0,"Map A.png",c4,FOREST,1,0
4,5,7,0,"Map A.png",f7,FOREST,1,0
4,10,6,0,"Map A.png",k6,FOREST,1,0
4,10,7,0,"Map A.png",k7,FOREST,1,0
4,11,7,0,"Map A.png",l7,FOREST,1,0
4,8,2,0,"Map A.png",i2,FOREST,1,0
4,8,3,0,"Map A.png",i3,FOREST,1,0
4,9,1,0,"Map A.png",j1,FOREST,1,0
4,9,2,0,"Map A.png",j2,FOREST,1,0
4,10,1,0,"Map A.png",k1,FOREST,1,0
4,10,4,0,"Map A.png",k4,FOREST,1,0
4,11,4,0,"Map A.png",l4,FOREST,1,0
4,12,2,0,"Map A.png",m2,FOREST,1,0
4,12,3,0,"Map A.png",m3,FOREST,1,0
4,13,3,0,"Map A.png",n3,FOREST,1,0
